Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2508SC,21,0,State - ODISHA,Rural,8,132758,67218,65540,18370,8802,9568,114388,58416,55972,1001,573,428,113066,57688,55378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,155,166
C2508SC,21,0,State - ODISHA,Rural,9,119011,60270,58741,10047,4585,5462,108964,55685,53279,787,447,340,97103,49654,47449,10794,5429,5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,155,125
C2508SC,21,0,State - ODISHA,Rural,10,142498,72858,69640,12139,5729,6410,130359,67129,63230,1107,625,482,79796,41301,38495,49122,25029,24093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,174,160
C2508SC,21,0,State - ODISHA,Rural,11,131394,66850,64544,7768,3475,4293,123626,63375,60251,971,512,459,33116,17160,15956,89282,45572,43710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,131,126
C2508SC,21,0,State - ODISHA,Rural,12,146355,74186,72169,9483,3923,5560,136872,70263,66609,1214,617,597,17651,9070,8581,106228,54422,51806,11463,5982,5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,172,144
C2508SC,21,0,State - ODISHA,Rural,13,133206,66235,66971,7888,3114,4774,125318,63121,62197,1205,615,590,8802,4332,4470,75375,37825,37550,39676,20211,19465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,138,122
C2508SC,21,0,State - ODISHA,Rural,14,133050,65616,67434,9228,3494,5734,123822,62122,61700,1508,751,757,7491,3537,3954,44708,22299,22409,69807,35372,34435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,163,145
C2508SC,21,0,State - ODISHA,Rural,15,135999,67278,68721,12550,4550,8000,123449,62728,60721,2024,972,1052,8466,3960,4506,34999,17622,17377,59845,30806,29039,17844,9232,8612,0,0,0,0,0,0,0,0,0,0,0,0,271,136,135
C2508SC,21,0,State - ODISHA,Rural,16,120129,59640,60489,12291,4262,8029,107838,55378,52460,2097,1068,1029,8163,3779,4384,29588,14835,14753,41927,21769,20158,25839,13817,12022,0,0,0,0,0,0,0,0,0,0,0,0,224,110,114
C2508SC,21,0,State - ODISHA,Rural,17,104703,51672,53031,11302,3704,7598,93401,47968,45433,2130,1058,1072,7201,3099,4102,25686,12788,12898,30840,15900,14940,27345,15019,12326,0,0,0,0,0,0,0,0,0,0,0,0,199,104,95
C2508SC,21,0,State - ODISHA,Rural,18,140789,71225,69564,18840,6125,12715,121949,65100,56849,3156,1590,1566,11508,5272,6236,36823,19101,17722,38627,20820,17807,15563,8700,6863,14758,8392,6366,133,99,34,1138,1002,136,0,0,0,243,124,119
C2508SC,21,0,State - ODISHA,Rural,19,99675,49481,50194,12903,3787,9116,86772,45694,41078,2355,1180,1175,7839,3429,4410,24668,12286,12382,27566,14665,12901,10761,5907,4854,12311,7196,5115,143,114,29,967,831,136,0,0,0,162,86,76
C2508SC,21,0,State - ODISHA,Rural,20-24,556348,275542,280806,94936,27623,67313,461412,247919,213493,13945,6880,7065,52454,22433,30021,136071,69245,66826,148127,83338,64789,50274,27801,22473,41298,25614,15684,620,529,91,4133,3467,666,13656,8164,5492,834,448,386
C2508SC,21,0,State - ODISHA,Rural,25-29,512387,255426,256961,119110,35165,83945,393277,220261,173016,13496,6757,6739,61005,26093,34912,112509,59207,53302,111060,67735,43325,45671,27379,18292,28284,18772,9512,382,314,68,2411,1955,456,17791,11678,6113,668,371,297
C2508SC,21,0,State - ODISHA,Rural,30-34,427079,209822,217257,132691,38512,94179,294388,171310,123078,11112,5461,5651,61904,27394,34510,86913,47478,39435,63958,41181,22777,30905,20564,10341,20820,15263,5557,161,138,23,1246,1033,213,16867,12522,4345,502,276,226
C2508SC,21,0,State - ODISHA,Rural,35-39,431990,214617,217373,169222,51544,117678,262768,163073,99695,10618,5399,5219,68828,34342,34486,82566,48903,33663,49597,34986,14611,22894,16547,6347,13094,10352,2742,99,79,20,751,625,126,13879,11596,2283,442,244,198
C2508SC,21,0,State - ODISHA,Rural,40-44,377144,193059,184085,176310,58981,117329,200834,134078,66756,9106,5023,4083,63404,35605,27799,64698,42185,22513,32747,25817,6930,15846,12517,3329,6250,5284,966,97,66,31,569,458,111,7716,6887,829,401,236,165
C2508SC,21,0,State - ODISHA,Rural,45-49,328176,168187,159989,170706,59595,111111,157470,108592,48878,7834,4336,3498,58435,35602,22833,54573,37949,16624,18983,15607,3376,10577,8970,1607,2734,2394,340,70,58,12,357,309,48,3562,3182,380,345,185,160
